Date Updated,Agency,Contracting Office Agency ID,Agency Office Name,Agency Office ID,Funding Agency Name,Funding Agency ID,Funding Office Name,Funding Office ID,Contract Date Signed,Award Status,Award Type,Modification Number,Procurement Identifier,Modification Reason, Ceiling Value , Value ,NAICS Code,NAICS Description,Performance Start Date,Product/Service Code,Product/Service Description,Description of Requirements,Vendor Entity ID,Vendor Legal Business Name,Vendor Business Types,Vendor Certifications,Congressional District,Vendor Socio-Economic Data,Vendor Zip+4,FPDS Source
2/12/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID M,72000M,9/16/24,Final,Delivery/Task Order,P00005,7200AA24M00007,FUNDING ONLY ACTION," $34,072,612.00 "," $31,252,779.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,1/19/24,R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,"The purpose of this modification is to incrementally fund the Task
Order and make administrative changes to the Task Order.",YHS6U4FL1WL5,"JAMA ENTERPRISES, INC.","Corporate Entity, Not Tax Exempt",,PENNSYLVANIA 10,"Minority-Owned Business
Subcontinent Asian (Asian-Indian) American Owned
Women-Owned Business
Women-Owned Small Business",170557801,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24M00007&modNumber=P00005&idvAgencyID=&idvPIID=47QREA20D000D&contractType=AWARD
1/28/25,USAID,7200,AMER EMBASSY NAIROBI - USAID/KENYA,720615,AGENCY FOR INTERNATIONAL DEVELOPM,7200,AMER EMBASSY NAIROBI - USAID/KENYA,720615,1/29/25,Final,Delivery/Task Order,P00015,72061522M00004,OTHER ADMINISTRATIVE ACTION," $51,561,587.00 "," $31,379,923.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/30/22,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,USAID Localization and Sustainability Activity (LSA).,LCG6MAYC2NF9,SOCHA LLC,Partnership or Limited Liability Partnership,Self-Certified Small Disadvantaged Business,NEBRASKA 01,"Veteran-Owned Business
For Profit Organization
Limited Liability Corporation",686013316,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72061522M00004&modNumber=P00015&idvAgencyID=&idvPIID=47QRAA19D005J&contractType=AWARD
2/12/25,USAID,7200,USAID/WEST BANK GAZA,720294,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID/WEST BANK GAZA,720294,1/16/25,Final,Delivery/Task Order,P00001,72029424F00004,FUNDING ONLY ACTION," $48,445,638.00 "," $31,445,638.00 ",541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHN",9/30/24,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICA,"DG: The Accountable Local Governance Activity enhances the
effectiveness and responsiveness of municipal service delivery and
promotes inclusive and accountable governance in the West Bank.",JKMEF5QVJK24,"DAI GLOBAL, LLC","For Profit Organization
Limited Liability Corporation",,MARYLAND 08,,208143664,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424F00004&modNumber=P00001&idvAgencyID=&idvPIID=7200AA21D00016&contractType=AWARD
2/12/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID M/OAA,7200AA,12/17/24,Final,Delivery/Task Order,P00009,7200AA22N00008,OTHER ADMINISTRATIVE ACTION," $46,683,509.00 "," $31,527,225.00 ",541330,ENGINEERING SERVICES,9/29/22,U009,EDUCATION/TRAINING- GENERAL,"Improving Learning Outcomes in Asia (ILOA): P00009 Incorporate
(Limit 250 characters) GUCs, NICRA and CLIN Realignment.",JJHCMK4NT5N3,RESEARCH TRIANGLE INSTITUTE,"Corporate Entity, Tax Exempt",,,,277090155,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22N00008&modNumber=P00009&idvAgencyID=&idvPIID=47QRAD21DU101&contractType=AWARD
1/28/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,"BUREAU FOR INCLUSIVE GROWTH, PARTN",7201P1,1/17/25,Final,Delivery/Task Order,P00010,7200AA23N00003,EXERCISE AN OPTION," $56,575,516.00 "," $32,148,908.00 ",541330,ENGINEERING SERVICES,9/20/23,R499,SUPPORT- PROFESSIONAL: OTHER,"The purpose of this modification is to provide incremental
funding in the amount of $6,962,800.00 in GEWE funds and
$1,388,022.00 in field support funding of which $300,000 from",XF3DBEH21MC1,ECODIT LLC,"Corporate Entity, Not Tax Exempt
For Profit Organization
Limited Liability Corporation",,VIRGINIA 08,,222092510,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23N00003&modNumber=P00010&idvAgencyID=&idvPIID=47QRAD20D1143&contractType=AWARD
2/12/25,USAID,7200,USAID/WEST BANK GAZA,720294,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID/WEST BANK GAZA,720294,1/16/25,Final,Delivery/Task Order,P00001,72029424F00007,FUNDING ONLY ACTION," $43,000,000.00 "," $32,200,000.00 ",541330,ENGINEERING SERVICES,9/30/24,C1AZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OT,Architect & Engineering (A&E) Services Activity - Construction Management Services.,EPUXNLX5EYC4,"AECOM TECHNICAL SERVICES, INC.","Corporate Entity, Not Tax Exempt, For Profit Organization",,CALIFORNIA 34,,900713135,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424F00007&modNumber=P00001&idvAgencyID=&idvPIID=72029424D00002&contractType=AWARD
2/12/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID HCTM,72HCTM,12/19/24,Final,Delivery/Task Order,P00008,7200AA24M00004,LEGAL CONTRACT CANCELLATION," $36,710,915.00 "," $32,592,162.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,12/22/23,R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,"The purpose of this modification is to exercise the continuity
of services clause.",ELAJW2LZVAX6,"KONTERRA GROUP, LLC (THE)",Partnership or Limited Liability Partnership,,DISTRICT OF COLUMBIA 98,,200043035,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24M00004&modNumber=P00008&idvAgencyID=&idvPIID=GS10F0418Y&contractType=AWARD
2/12/25,USAID,7200,CPS OFFICE OF TRANSITION INITIATIVES,72C0T1,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID/ETHIOPIA,720663,11/27/24,Final,Delivery/Task Order,P00012,7200AA20F00004,OTHER ADMINISTRATIVE ACTION," $87,333,747.00 "," $32,895,832.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,2/25/20,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICA,"The purpose of this Task Order is to establish and manage a
flexible, quick-response mechanism to strengthen democracy and
national stability in Ethiopia.",WP6GRMDKNCB1,DEXIS INTERACTIVE INCORPORATED,"Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",,"Minority-Owned Business
Subcontinent Asian (Asian-Indian) American Owned",20004,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA20F00004&modNumber=P00012&idvAgencyID=&idvPIID=7200AA19D00019&contractType=AWARD
2/12/25,USAID,7200,"BUREAU FOR INCLUSIVE GROWTH, PARTN",7201P1,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID/DOMINICAN REPUBLIC,720517,10/11/24,Final,Delivery/Task Order,P00016,7200AA22N00006,FUNDING ONLY ACTION," $58,767,435.00 "," $33,223,650.00 ",541330,ENGINEERING SERVICES,8/1/22,R499,SUPPORT- PROFESSIONAL: OTHER,"The purpose of this modification is to provide incremental
funding in the amount of $389,867.00, located in the group req
no. RGP-IPI-25-000001",G7QSHPFEZKW1,INTERNATIONAL DEVELOPMENT GROU,"Corporate Entity, Not Tax Exempt",,VIRGINIA 08,,222014798,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22N00006&modNumber=P00016&idvAgencyID=&idvPIID=47QRAD20D1072&contractType=AWARD
2/12/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID AFRICA,720AFR,12/13/24,Final,Delivery/Task Order,P00021,7200AA21N00007,FUNDING ONLY ACTION," $64,897,262.00 "," $33,345,561.00 ",541330,ENGINEERING SERVICES,1/24/22,R499,SUPPORT- PROFESSIONAL: OTHER,"AFR/SD/FO: RISSA Mod 21 will Provide Incremental Funding in
the amount of $5,810,454.79",PS8NEAKW1MM4,"JEFFERSON CONSULTING GROUP, LLC","For Profit Organization
Subchapter S Corporation",,98,"Women-Owned Business
Women-Owned Small Business",200061215,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA21N00007&modNumber=P00021&idvAgencyID=&idvPIID=47QRAD20D1194&contractType=AWARD
2/12/25,USAID,7200,USAID/GUATEMALA,720520,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID/GUATEMALA,720520,12/20/24,Final,Definitive Contract,P00001,72052024C00001,FUNDING ONLY ACTION," $43,896,584.00 "," $33,732,784.00 ",541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SE,1/9/24,R499,SUPPORT- PROFESSIONAL: OTHER,"Incremental funding for the Prevention and Response to Gender
(Limit 250 characters) Based Violence (GBV) Project.",DSUSFJFR9A33,"CHEMONICS INTERNATIONAL, INC.","Corporate Entity, Not Tax Exempt",,98,,200035115,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72052024C00001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD
2/12/25,USAID,7200,USAID/ZAMBIA,720611,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID/ZAMBIA,720611,9/25/24,Final,Delivery/Task Order,P00002,72061124N00001,FUNDING ONLY ACTION," $41,501,749.00 "," $36,991,003.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,5/15/24,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,"The purpose of this contract is to provide the United States
Agency for International Development (USAID)/Zambia Mission
at large, implementing partners (IPs), and local country",V71FRUGWJMM3,ENCOMPASS LLC,"Corporate Entity, Not Tax Exempt
For Profit Organization
Subchapter S Corporation",,MARYLAND 08,"Women-Owned Business
Women-Owned Small Business",209105644,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72061124N00001&modNumber=P00002&idvAgencyID=&idvPIID=47QRAD20D1105&contractType=AWARD
2/12/25,USAID,7200,USAID/PHILIPPINES,720492,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID/PHILIPPINES,720492,8/21/24,Final,Definitive Contract,0,72049224C00002,," $43,343,525.00 "," $37,359,125.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,8/21/24,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,"Pacific Islands Climate Finance Activity is a 5-year activity which
aims to strengthen the capacity of the Pacific Island Countries to
adapt and respond to climate change and related disaster impacts.",HRZLQ4ZDHMZ1,DT GLOBAL INC,"Corporate Entity, Not Tax Exempt",,VIRGINIA 08,,222092458,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72049224C00002&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD
2/12/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID LPA,720LPA,12/20/24,Final,Delivery/Task Order,P00001,7200AA24M00011,OTHER ADMINISTRATIVE ACTION," $39,572,311.00 "," $37,842,311.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/3/24,R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,LPA Institutional Support Services (LPAISS),MKFJCFSVQ9B8,"ZEMITEK, LLC",Sole Proprietorship,"SBA Certified 8(a) Program Participant
DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",MARYLAND 08,"Minority-Owned Business
Hispanic American Owned
Women-Owned Business
Women-Owned Small Business",208146300,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24M00011&modNumber=P00001&idvAgencyID=&idvPIID=GS00F356GA&contractType=AWARD
1/27/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID M,72000M,9/27/24,Final,Delivery/Task Order,P00002,7200AA24M00001,FUNDING ONLY ACTION," $49,855,124.00 "," $38,709,804.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,11/3/23,R699,SUPPORT- ADMINISTRATIVE: OTHER,"This requirement is to request for Modification #2 to USAID
Professional Management Support
Services (PMSS) Contract Number 7200AA24M00001, ZEMITEK, LLC",MKFJCFSVQ9B8,"ZEMITEK, LLC",Sole Proprietorship,"SBA Certified 8(a) Program Participant
DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",MARYLAND 08,"Minority-Owned Business
Hispanic American Owned
Women-Owned Business
Women-Owned Small Business",208146300,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24M00001&modNumber=P00002&idvAgencyID=&idvPIID=GS00F356GA&contractType=AWARD
2/12/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,"BUREAU FOR INCLUSIVE GROWTH, PARTN",7201P1,1/19/25,Final,Delivery/Task Order,P00008,7200AA23M00020,FUNDING ONLY ACTION," $53,333,631.00 "," $40,983,092.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/29/23,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/,"The purpose of this modification 8 is for Building Evidence
(Limit 250 characters)
for Decision-Making (BE4D) provides USAID
and its partners with monitoring, evaluation, learning and
ll b ti l i d d ti t i",MPYFY5UMSDP4,NATIONAL OPINION RESEARCH CENTE,"Corporate Entity, Tax Exempt",,ILLINOIS 07,,606035713,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23M00020&modNumber=P00008&idvAgencyID=&idvPIID=47QRAA20D001M&contractType=AWARD
2/12/25,USAID,7200,AMER EMBASSY NAIROBI - USAID/KENYA,720615,AGENCY FOR INTERNATIONAL DEVELOPM,7200,AMER EMBASSY NAIROBI - USAID/KENYA,720615,9/17/24,Final,Delivery/Task Order,P00002,72061524F00003,FUNDING ONLY ACTION," $79,477,408.00 "," $40,991,782.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,12/18/23,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,USAID|KEA Kenya Primary Literacy Program (KPLP) Incrementalfunding.,WWH4L4GKKW58,"EDUCATION DEVELOPMENT CENTER,","Corporate Entity, Tax Exempt",,MASSACHUSETTS 05,,024518778,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72061524F00003&modNumber=P00002&idvAgencyID=&idvPIID=72062323D00010&contractType=AWARD
2/12/25,USAID,7200,USAID/SOUTH AFRICA,720674,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID AFRICA,720AFR,1/7/25,Final,Definitive Contract,P00004,72067423C00003,FUNDING ONLY ACTION," $88,993,687.00 "," $41,267,577.00 ",541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SE,6/15/23,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,"The purpose of the modification is:
1.Incremental funding of Empower East and Central Africa Program in
the amount of $11,469,297.00",JJHCMK4NT5N3,RESEARCH TRIANGLE INSTITUTE,"Corporate Entity, Tax Exempt",,,,277090155,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72067423C00003&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD
2/12/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID ASIA,720ASA,9/30/24,Final,Delivery/Task Order,P00009,7200AA22M00001,FUNDING ONLY ACTION," $67,033,810.00 "," $41,313,156.00 ",541330,ENGINEERING SERVICES,5/11/22,R699,SUPPORT- ADMINISTRATIVE: OTHER,"The purpose of this modification is to obligate incremental
funding in the amount of $3,841,037.80 as follows: $525,578 to
Current: 204
CLIN 2101 (PMO)$3,195,459.80 to CLIN 2201(ASIA) 120,000 to
C 2401 ( l)",DEMTGHL79QK4,"GLOBAL SOLUTIONS VENTURES, LLC",Partnership or Limited Liability Partnership,"SBA Certified 8(a) Joint Venture
Self-Certified Small Disadvantaged Business",MARYLAND 08,"Minority-Owned Business
Hispanic American Owned
Women-Owned Business
Women-Owned Small Business
Economically Disadvantaged Women-Owned Small Business
(EDWOSB) Joint Venture
Women-Owned Small Business (WOSB) Joint Venture eligible under
the WOSB Program",208146300,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22M00001&modNumber=P00009&idvAgencyID=&idvPIID=47QRAD20D1100&contractType=AWARD
2/12/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,"BUREAU FOR DEMOCRACY, HUMAN RIGHT",720DRG,9/10/24,Final,Delivery/Task Order,P00004,7200AA22F00017,OTHER ADMINISTRATIVE ACTION," $67,761,374.00 "," $42,828,387.00 ",541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHN",9/30/22,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICA,The objective of this contract is to prevent corrupt actors,JSC4KL2451L5,"TETRA TECH DRG JV, INC.","Corporate Entity, Not Tax Exempt",,CALIFORNIA 28,,911076024,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22F00017&modNumber=P00004&idvAgencyID=&idvPIID=7200AA21D00024&contractType=AWARD
2/12/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,"BUREAU FOR RESILIENCE, ENVIRONMENT",72REFS,9/24/24,Final,Delivery/Task Order,0,7200AA24N00011,," $47,233,829.00 "," $43,118,728.00 ",541330,ENGINEERING SERVICES,9/25/24,R499,SUPPORT- PROFESSIONAL: OTHER,"The purpose of this contract is to provide Knowledge Management,
Data Visualization, Organizational Learning, Capacity Development
and Training, and Website Services to the Offices and Technical
C t h d i th f ili i",CMVLQH8CKYQ5,"FEDWRITERS, INC.","Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",VIRGINIA 11,"Minority-Owned Business
Asian-Pacific American Owned
For Profit Organization
Subchapter S Corporation",220302520,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24N00011&modNumber=0&idvAgencyID=&idvPIID=47QRAD20D8179&contractType=AWARD
2/12/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,"BUREAU FOR RESILIENCE, ENVIRONMENT",72REFS,1/19/25,Final,Delivery/Task Order,P00010,7200AA23M00009,FUNDING ONLY ACTION," $53,497,796.00 "," $43,281,504.00 ",541620,ENVIRONMENTAL CONSULTING SERVICES,9/25/23,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/,"Building Evidence for Decision-Making (BE4D) provides USAID
and its partners with monitoring, evaluation, learning and
collaboration, learning, and adaptive management services so
th t id i d f d i i ki",ECD6DSXS5NH5,"ENVIRONMENTAL INCENTIVES, LLC","Corporate Entity, Not Tax Exempt
Limited Liability Corporation",,DISTRICT OF COLUMBIA 98,For Profit Organization,200052183,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23M00009&modNumber=P00010&idvAgencyID=&idvPIID=GS00F193DA&contractType=AWARD
2/12/25,USAID,7200,USAID/UKRAINE,720121,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID/UKRAINE,720121,11/21/24,Final,Definitive Contract,0,72012125C00003,," $51,370,754.00 "," $43,370,754.00 ",541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHN",11/21/24,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,"USAID Revenue and Expenditure Governance Reforms Operationalized
(RevGRO) Activity",JKMEF5QVJK24,DAI GLOBAL LLC,"For Profit Organization, Limited Liability Corporation",,MARYLAND 08,,208143664,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72012125C00003&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD
2/12/25,USAID,7200,USAID/WEST BANK GAZA,720294,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID/WEST BANK GAZA,720294,1/16/25,Final,Delivery/Task Order,P00001,72029424F00008,FUNDING ONLY ACTION," $57,000,000.00 "," $43,924,999.00 ",541330,ENGINEERING SERVICES,9/30/24,C1AZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OT,"Architect & Engineering Services Activity - Design
(Limit 250 characters) and Management Services.",EPUXNLX5EYC4,"AECOM TECHNICAL SERVICES, INC.","Corporate Entity, Not Tax Exempt",,CALIFORNIA 34,,900713135,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424F00008&modNumber=P00001&idvAgencyID=&idvPIID=72029424D00002&contractType=AWARD
2/12/25,USAID,7200,CONFLICT PREVENTION &STABILIZATION,720CPS,AGENCY FOR INTERNATIONAL DEVELOPM,7200,CPS OFFICE OF TRANSITION INITIATIVES,72C0T1,1/16/25,Final,Delivery/Task Order,P00015,720CPS21M00002,FUNDING ONLY ACTION," $82,444,446.00 "," $44,218,465.00 ",541330,ENGINEERING SERVICES,6/1/21,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICA,"The purpose of this Task Order is to provide a total integrated
solution for institutional support services to USAIDs Office of
Transition Initiatives",FD9WGFKHHRL4,CELEEN LLC,"Corporate Entity, Tax Exempt","SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",CONNECTICUT 02,"American Indian Owned
Minority-Owned Business
Native American Owned
Tribally Owned Firm",063383804,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=720CPS21M00002&modNumber=P00015&idvAgencyID=&idvPIID=47QRAD20D1016&contractType=AWARD
2/12/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,CPS OFFICE OF TRANSITION INITIATIVES,72C0T1,11/20/24,Final,Delivery/Task Order,P00003,7200AA21F00008,OTHER ADMINISTRATIVE ACTION," $46,460,893.00 "," $45,960,893.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/1/21,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICA,"The EXPLORE MENA task order will enable OTI to establish and manage
quick response mechanisms to conduct limited term programming
engagements in the MENA region.",HRZLQ4ZDHMZ1,DT GLOBAL INC,"Corporate Entity, Not Tax Exempt",,VIRGINIA 08,,222092458,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA21F00008&modNumber=P00003&idvAgencyID=&idvPIID=7200AA19D00020&contractType=AWARD
2/12/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID GH,7200GH,1/16/25,Final,Delivery/Task Order,P00054,7200AA19M00003,FUNDING ONLY ACTION," $94,649,000.00 "," $47,826,002.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,6/19/19,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMEN,BOOST,PS8NEAKW1MM4,"JEFFERSON CONSULTING GROUP, LLC","For Profit Organization
Limited Liability Corporation",,DISTRICT OF COLUMBIA 98,"Women-Owned Business
Women-Owned Small Business",200061215,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA19M00003&modNumber=P00054&idvAgencyID=&idvPIID=GS00F120DA&contractType=AWARD
2/12/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,CPS OFFICE OF TRANSITION INITIATIVES,72C0T1,9/29/22,Final,Delivery/Task Order,P00001,7200AA21F00010,OTHER ADMINISTRATIVE ACTION," $48,378,774.00 "," $47,878,774.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/3/21,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICA,TO EXPLORE SWIFT 5-Programs-Small Business Reserve,MC45KD32KMC7,"KAIZEN COMPANY, LLC, THE","For Profit Organization, Limited Liability Corporation",,DISTRICT OF COLUMBIA 98,,200064645,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA21F00010&modNumber=P00001&idvAgencyID=&idvPIID=7200AA19D00030&contractType=AWARD
2/12/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID EGEE,72EGEE,1/18/25,Final,Delivery/Task Order,P00009,7200AA22M00002,FUNDING ONLY ACTION," $88,341,240.00 "," $48,535,596.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,7/7/22,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICA,PSE Modernization (ISC) Contract Mod #9,EWELUNLCKGH9,DEXIS PROFESSIONAL SERVICES INC.,"Corporate Entity, Not Tax Exempt",,VIRGINIA 08,"Minority-Owned Business
Subcontinent Asian (Asian-Indian) American Owned",222012349,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22M00002&modNumber=P00009&idvAgencyID=&idvPIID=47QRAA20D0042&contractType=AWARD
2/12/25,USAID,7200,USAID/SOUTH AFRICA,720674,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID AFRICA,720AFR,1/7/25,Final,Definitive Contract,P00001,72067424C00002,FUNDING ONLY ACTION," $73,048,710.00 "," $52,733,286.00 ",541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SE,6/25/24,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,"The purpose of this modification is:
(Limit 250 characters)
1. Incrementally fund the Empower West Africa Award",UJN1EN56WZ66,"TETRA TECH ES, INC.","Corporate Entity, Not Tax Exempt",,VIRGINIA 08,,222012435,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72067424C00002&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD
2/12/25,USAID,7200,USAID M/OAA,7200AA,AGENCY FOR INTERNATIONAL DEVELOPM,7200,USAID/WEST BANK GAZA,720294,1/18/25,Final,Delivery/Task Order,P00030,7200AA18M00014,OTHER ADMINISTRATIVE ACTION," $95,490,240.00 "," $54,102,117.00 ",541330,ENGINEERING SERVICES,8/13/18,AQ93,R&D- SOCIAL SERVICES: OTHER (ADVANCED DEVELO,"Incrementally fund GISR USAID West Bank and Gaza Rapid
(Limit 250 characters)Response Activity RRA.",LMRMKLLL3LG5,"TETRA TECH, INC.","Corporate Entity, Not Tax Exempt",,CALIFORNIA 28,,911076024,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA18M00014&modNumber=P00030&idvAgencyID=&idvPIID=GS00Q14OADU138&contractType=AWARD
